,basYm,crno,fncoCd,fncoNm,spacsbClsfThqrAmt,spacsbClsfThqrCcnt,spacsbDcd,spacsbDcdNm
114,201209,1801110078443,0010605,DGB생명보험주식회사,1273391380000,64234,A12,[일반계정]_개인_사망
115,201209,2001110014608,0010607,케이디비생명보험주식회사,3348822700000,68573,A12,[일반계정]_개인_사망
116,201209,1601110014483,0010608,미래에셋생명보험주식회사,3815202946000,87359,A12,[일반계정]_개인_사망
117,201209,1101116429884,0010615,에이아이에이생명보험 주식회사,3512859022000,651332,A12,[일반계정]_개인_사망
118,201209,1101110633712,0010616,푸르덴셜생명보험주식회사,1699155000000,33763,A12,[일반계정]_개인_사망
119,201209,1101110803092,0010617,오렌지라이프생명보험 주식회사,3698976000000,64445,A12,[일반계정]_개인_사망
120,201209,1101110818463,0010618,하나생명보험주식회사,198221000000,4146,A12,[일반계정]_개인_사망
121,201209,1101110623606,0010619,DB생명보험주식회사,3047696090000,59319,A12,[일반계정]_개인_사망
122,201209,1101110631154,0010620,메트라이프생명보험(주),4420328000000,90442,A12,[일반계정]_개인_사망
123,201209,1101110624688,0010622,동양생명보험주식회사,7225204000000,341934,A12,[일반계정]_개인_사망
124,201209,1101110705322,0010624,PCA생명보험주식회사,899660000000,13798,A12,[일반계정]_개인_사망
125,201209,1101110709232,0010625,처브라이프생명보험주식회사,425121500000,7619,A12,[일반계정]_개인_사망
126,201209,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,84738408000,1464,A12,[일반계정]_개인_사망
127,201209,1101112762668,0011320,푸본현대생명보험주식회사,400058200000,8457,A12,[일반계정]_개인_사망
128,201209,1101113003699,0011388,KB생명보험주식회사,1095220000000,41027,A12,[일반계정]_개인_사망
129,201209,1101112940751,0011434,라이나생명보험주식회사,9128116750000,628554,A12,[일반계정]_개인_사망
130,201209,1101114390376,0012455,아이비케이연금보험 주식회사,0,0,A12,[일반계정]_개인_사망
131,201209,1101114809377,0013173,농협생명보험주식회사,4868198000000,420208,A12,[일반계정]_개인_사망
135,201209,1101110003204,0010593,한화생명보험주식회사,3209073616000,154355,A121,[일반계정]_개인_(종신보험)
136,201209,1101110007032,0010594,에이비엘생명보험주식회사,1253290000000,21436,A121,[일반계정]_개인_(종신보험)
137,201209,1101110005953,0010595,삼성생명보험주식회사,8925962378000,160306,A121,[일반계정]_개인_(종신보험)
138,201209,1101110018443,0010596,흥국생명보험주식회사,4435150500000,57902,A121,[일반계정]_개인_(종신보험)
139,201209,1101110014970,0010597,교보생명보험주식회사,8477040593000,185140,A121,[일반계정]_개인_(종신보험)
140,201209,1101110667498,0010599,신한생명보험주식회사,3870617100000,67175,A121,[일반계정]_개인_(종신보험)
141,201209,1801110078443,0010605,DGB생명보험주식회사,913147980000,10941,A121,[일반계정]_개인_(종신보험)
142,201209,2001110014608,0010607,케이디비생명보험주식회사,2213666000000,42110,A121,[일반계정]_개인_(종신보험)
143,201209,1601110014483,0010608,미래에셋생명보험주식회사,1849696306000,29460,A121,[일반계정]_개인_(종신보험)
144,201209,1101116429884,0010615,에이아이에이생명보험 주식회사,604305000000,7143,A121,[일반계정]_개인_(종신보험)
145,201209,1101110633712,0010616,푸르덴셜생명보험주식회사,1402753000000,28632,A121,[일반계정]_개인_(종신보험)
146,201209,1101110803092,0010617,오렌지라이프생명보험 주식회사,2440452000000,46786,A121,[일반계정]_개인_(종신보험)
147,201209,1101110818463,0010618,하나생명보험주식회사,80265000000,632,A121,[일반계정]_개인_(종신보험)
148,201209,1101110623606,0010619,DB생명보험주식회사,2865255590000,50610,A121,[일반계정]_개인_(종신보험)
149,201209,1101110631154,0010620,메트라이프생명보험(주),577495000000,10424,A121,[일반계정]_개인_(종신보험)
150,201209,1101110624688,0010622,동양생명보험주식회사,1331193500000,21064,A121,[일반계정]_개인_(종신보험)
151,201209,1101110705322,0010624,PCA생명보험주식회사,278555000000,3569,A121,[일반계정]_개인_(종신보험)
152,201209,1101110709232,0010625,처브라이프생명보험주식회사,42124000000,1080,A121,[일반계정]_개인_(종신보험)
153,201209,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,0,0,A121,[일반계정]_개인_(종신보험)
154,201209,1101112762668,0011320,푸본현대생명보험주식회사,303152000000,4736,A121,[일반계정]_개인_(종신보험)
155,201209,1101113003699,0011388,KB생명보험주식회사,278675000000,3908,A121,[일반계정]_개인_(종신보험)
156,201209,1101112940751,0011434,라이나생명보험주식회사,0,0,A121,[일반계정]_개인_(종신보험)
157,201209,1101114390376,0012455,아이비케이연금보험 주식회사,0,0,A121,[일반계정]_개인_(종신보험)
158,201209,1101114809377,0013173,농협생명보험주식회사,933330000000,28833,A121,[일반계정]_개인_(종신보험)
162,201209,1101110003204,0010593,한화생명보험주식회사,2702715047000,56446,A13,[일반계정]_개인_생사혼합
163,201209,1101110007032,0010594,에이비엘생명보험주식회사,128653080000,9395,A13,[일반계정]_개인_생사혼합
164,201209,1101110005953,0010595,삼성생명보험주식회사,1845126807000,43824,A13,[일반계정]_개인_생사혼합
165,201209,1101110018443,0010596,흥국생명보험주식회사,1640118959000,48072,A13,[일반계정]_개인_생사혼합
166,201209,1101110014970,0010597,교보생명보험주식회사,1364054144000,22840,A13,[일반계정]_개인_생사혼합
167,201209,1101110667498,0010599,신한생명보험주식회사,2497089050000,93328,A13,[일반계정]_개인_생사혼합
168,201209,1801110078443,0010605,DGB생명보험주식회사,993524000000,32321,A13,[일반계정]_개인_생사혼합
169,201209,2001110014608,0010607,케이디비생명보험주식회사,1715487164000,53934,A13,[일반계정]_개인_생사혼합
170,201209,1601110014483,0010608,미래에셋생명보험주식회사,270924231000,6270,A13,[일반계정]_개인_생사혼합
171,201209,1101116429884,0010615,에이아이에이생명보험 주식회사,118924408000,10612,A13,[일반계정]_개인_생사혼합
172,201209,1101110633712,0010616,푸르덴셜생명보험주식회사,39462000000,2828,A13,[일반계정]_개인_생사혼합
173,201209,1101110803092,0010617,오렌지라이프생명보험 주식회사,551534640000,17433,A13,[일반계정]_개인_생사혼합
174,201209,1101110818463,0010618,하나생명보험주식회사,171883920000,4921,A13,[일반계정]_개인_생사혼합
175,201209,1101110623606,0010619,DB생명보험주식회사,491570946000,16667,A13,[일반계정]_개인_생사혼합
176,201209,1101110631154,0010620,메트라이프생명보험(주),488343800000,34186,A13,[일반계정]_개인_생사혼합
177,201209,1101110624688,0010622,동양생명보험주식회사,1948307538000,82152,A13,[일반계정]_개인_생사혼합
178,201209,1101110705322,0010624,PCA생명보험주식회사,245523500000,11943,A13,[일반계정]_개인_생사혼합
179,201209,1101110709232,0010625,처브라이프생명보험주식회사,53992500000,1734,A13,[일반계정]_개인_생사혼합
180,201209,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,170246980000,2903,A13,[일반계정]_개인_생사혼합
181,201209,1101112762668,0011320,푸본현대생명보험주식회사,232730316000,5145,A13,[일반계정]_개인_생사혼합
182,201209,1101113003699,0011388,KB생명보험주식회사,204733160000,7881,A13,[일반계정]_개인_생사혼합
183,201209,1101112940751,0011434,라이나생명보험주식회사,5111250000,304,A13,[일반계정]_개인_생사혼합
184,201209,1101114390376,0012455,아이비케이연금보험 주식회사,0,0,A13,[일반계정]_개인_생사혼합
185,201209,1101114809377,0013173,농협생명보험주식회사,1801631800000,73615,A13,[일반계정]_개인_생사혼합
189,201209,1101110003204,0010593,한화생명보험주식회사,884203444000,454668,A2,[일반계정]_단체
190,201209,1101110007032,0010594,에이비엘생명보험주식회사,611381500000,56857,A2,[일반계정]_단체
191,201209,1101110005953,0010595,삼성생명보험주식회사,3710136242000,433759,A2,[일반계정]_단체
192,201209,1101110018443,0010596,흥국생명보험주식회사,70641500000,4177,A2,[일반계정]_단체
193,201209,1101110014970,0010597,교보생명보험주식회사,3176780755000,92601,A2,[일반계정]_단체
194,201209,1101110667498,0010599,신한생명보험주식회사,187591500000,18166,A2,[일반계정]_단체
195,201209,1801110078443,0010605,DGB생명보험주식회사,1391693350000,176383,A2,[일반계정]_단체
196,201209,2001110014608,0010607,케이디비생명보험주식회사,726053409000,38791,A2,[일반계정]_단체
197,201209,1601110014483,0010608,미래에셋생명보험주식회사,117603500000,24214,A2,[일반계정]_단체
198,201209,1101116429884,0010615,에이아이에이생명보험 주식회사,2246198190000,23933,A2,[일반계정]_단체
199,201209,1101110633712,0010616,푸르덴셜생명보험주식회사,0,0,A2,[일반계정]_단체
200,201209,1101110803092,0010617,오렌지라이프생명보험 주식회사,31510000000,442,A2,[일반계정]_단체
201,201209,1101110818463,0010618,하나생명보험주식회사,16366000000,9792,A2,[일반계정]_단체
202,201209,1101110623606,0010619,DB생명보험주식회사,134167000000,3600,A2,[일반계정]_단체
203,201209,1101110631154,0010620,메트라이프생명보험(주),46907000000,651,A2,[일반계정]_단체
204,201209,1101110624688,0010622,동양생명보험주식회사,188055500000,10222,A2,[일반계정]_단체
205,201209,1101110705322,0010624,PCA생명보험주식회사,0,0,A2,[일반계정]_단체
206,201209,1101110709232,0010625,처브라이프생명보험주식회사,850000000,17,A2,[일반계정]_단체
207,201209,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,116501747000,3804,A2,[일반계정]_단체
208,201209,1101112762668,0011320,푸본현대생명보험주식회사,233020000000,7679,A2,[일반계정]_단체
209,201209,1101113003699,0011388,KB생명보험주식회사,96258100000,51447,A2,[일반계정]_단체
210,201209,1101112940751,0011434,라이나생명보험주식회사,0,0,A2,[일반계정]_단체
211,201209,1101114390376,0012455,아이비케이연금보험 주식회사,0,0,A2,[일반계정]_단체
212,201209,1101114809377,0013173,농협생명보험주식회사,0,0,A2,[일반계정]_단체
216,201209,1101110003204,0010593,한화생명보험주식회사,10816208561000,789940,A3,[일반계정]_(보장성)
217,201209,1101110007032,0010594,에이비엘생명보험주식회사,3669997500000,116404,A3,[일반계정]_(보장성)
218,201209,1101110005953,0010595,삼성생명보험주식회사,28515703697000,788127,A3,[일반계정]_(보장성)
219,201209,1101110018443,0010596,흥국생명보험주식회사,8031967100000,387131,A3,[일반계정]_(보장성)
220,201209,1101110014970,0010597,교보생명보험주식회사,16786537902000,350320,A3,[일반계정]_(보장성)
221,201209,1101110667498,0010599,신한생명보험주식회사,8737912810000,1028046,A3,[일반계정]_(보장성)
222,201209,1801110078443,0010605,DGB생명보험주식회사,2665084730000,240617,A3,[일반계정]_(보장성)
223,201209,2001110014608,0010607,케이디비생명보험주식회사,4074876109000,107364,A3,[일반계정]_(보장성)
224,201209,1601110014483,0010608,미래에셋생명보험주식회사,3931504446000,111397,A3,[일반계정]_(보장성)
225,201209,1101116429884,0010615,에이아이에이생명보험 주식회사,5759057212000,675265,A3,[일반계정]_(보장성)
226,201209,1101110633712,0010616,푸르덴셜생명보험주식회사,1699155000000,33763,A3,[일반계정]_(보장성)
227,201209,1101110803092,0010617,오렌지라이프생명보험 주식회사,3730486000000,64887,A3,[일반계정]_(보장성)
228,201209,1101110818463,0010618,하나생명보험주식회사,214587000000,13938,A3,[일반계정]_(보장성)
229,201209,1101110623606,0010619,DB생명보험주식회사,3181863090000,62919,A3,[일반계정]_(보장성)
230,201209,1101110631154,0010620,메트라이프생명보험(주),4467235000000,91093,A3,[일반계정]_(보장성)
231,201209,1101110624688,0010622,동양생명보험주식회사,7413259500000,352156,A3,[일반계정]_(보장성)
232,201209,1101110705322,0010624,PCA생명보험주식회사,899660000000,13798,A3,[일반계정]_(보장성)
233,201209,1101110709232,0010625,처브라이프생명보험주식회사,425971500000,7636,A3,[일반계정]_(보장성)
234,201209,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,201240155000,5268,A3,[일반계정]_(보장성)
235,201209,1101112762668,0011320,푸본현대생명보험주식회사,633078200000,16136,A3,[일반계정]_(보장성)
236,201209,1101113003699,0011388,KB생명보험주식회사,1191478100000,92474,A3,[일반계정]_(보장성)
237,201209,1101112940751,0011434,라이나생명보험주식회사,9128116750000,628554,A3,[일반계정]_(보장성)
238,201209,1101114390376,0012455,아이비케이연금보험 주식회사,0,0,A3,[일반계정]_(보장성)
239,201209,1101114809377,0013173,농협생명보험주식회사,4868198000000,420208,A3,[일반계정]_(보장성)
243,201209,1101110003204,0010593,한화생명보험주식회사,7774849434000,200875,A4,[일반계정]_(저축성)
244,201209,1101110007032,0010594,에이비엘생명보험주식회사,1364973540000,30200,A4,[일반계정]_(저축성)
245,201209,1101110005953,0010595,삼성생명보험주식회사,11947311109000,250136,A4,[일반계정]_(저축성)
246,201209,1101110018443,0010596,흥국생명보험주식회사,3069600653000,75919,A4,[일반계정]_(저축성)
247,201209,1101110014970,0010597,교보생명보험주식회사,6203519364000,149569,A4,[일반계정]_(저축성)
248,201209,1101110667498,0010599,신한생명보험주식회사,3713400448000,134225,A4,[일반계정]_(저축성)
249,201209,1801110078443,0010605,DGB생명보험주식회사,1196621560000,35080,A4,[일반계정]_(저축성)
250,201209,2001110014608,0010607,케이디비생명보험주식회사,2219680624000,64050,A4,[일반계정]_(저축성)
251,201209,1601110014483,0010608,미래에셋생명보험주식회사,1906200371000,40051,A4,[일반계정]_(저축성)
252,201209,1101116429884,0010615,에이아이에이생명보험 주식회사,213847362000,12376,A4,[일반계정]_(저축성)
253,201209,1101110633712,0010616,푸르덴셜생명보험주식회사,572859710000,12346,A4,[일반계정]_(저축성)
254,201209,1101110803092,0010617,오렌지라이프생명보험 주식회사,1857473370000,48961,A4,[일반계정]_(저축성)
255,201209,1101110818463,0010618,하나생명보험주식회사,286812000000,6665,A4,[일반계정]_(저축성)
256,201209,1101110623606,0010619,DB생명보험주식회사,908312206000,25387,A4,[일반계정]_(저축성)
257,201209,1101110631154,0010620,메트라이프생명보험(주),699480560000,38553,A4,[일반계정]_(저축성)
258,201209,1101110624688,0010622,동양생명보험주식회사,2674753161000,98252,A4,[일반계정]_(저축성)
259,201209,1101110705322,0010624,PCA생명보험주식회사,298727940000,12892,A4,[일반계정]_(저축성)
260,201209,1101110709232,0010625,처브라이프생명보험주식회사,68055300000,2144,A4,[일반계정]_(저축성)
261,201209,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,245523980000,3518,A4,[일반계정]_(저축성)
262,201209,1101112762668,0011320,푸본현대생명보험주식회사,295081276000,6863,A4,[일반계정]_(저축성)
263,201209,1101113003699,0011388,KB생명보험주식회사,1572911170000,42225,A4,[일반계정]_(저축성)
264,201209,1101112940751,0011434,라이나생명보험주식회사,5111250000,304,A4,[일반계정]_(저축성)
265,201209,1101114390376,0012455,아이비케이연금보험 주식회사,1055351840000,18890,A4,[일반계정]_(저축성)
266,201209,1101114809377,0013173,농협생명보험주식회사,5911956600000,258301,A4,[일반계정]_(저축성)
270,201209,1101110003204,0010593,한화생명보험주식회사,172429400000,3600,B,[특별계정]
271,201209,1101110007032,0010594,에이비엘생명보험주식회사,0,0,B,[특별계정]
272,201209,1101110005953,0010595,삼성생명보험주식회사,142853596000,95849,B,[특별계정]
273,201209,1101110018443,0010596,흥국생명보험주식회사,34475657000,8820,B,[특별계정]
274,201209,1101110014970,0010597,교보생명보험주식회사,210763348000,530911,B,[특별계정]
275,201209,1101110667498,0010599,신한생명보험주식회사,24294482000,4788,B,[특별계정]
276,201209,1801110078443,0010605,DGB생명보험주식회사,0,0,B,[특별계정]
277,201209,2001110014608,0010607,케이디비생명보험주식회사,6432156000,4141,B,[특별계정]
278,201209,1601110014483,0010608,미래에셋생명보험주식회사,172449356000,11251,B,[특별계정]
279,201209,1101116429884,0010615,에이아이에이생명보험 주식회사,0,0,B,[특별계정]
280,201209,1101110633712,0010616,푸르덴셜생명보험주식회사,0,0,B,[특별계정]
281,201209,1101110803092,0010617,오렌지라이프생명보험 주식회사,11441040000,184,B,[특별계정]
282,201209,1101110818463,0010618,하나생명보험주식회사,0,0,B,[특별계정]
283,201209,1101110623606,0010619,DB생명보험주식회사,32730248000,6680,B,[특별계정]
284,201209,1101110631154,0010620,메트라이프생명보험(주),2564113000,539,B,[특별계정]
285,201209,1101110624688,0010622,동양생명보험주식회사,6994154000,1858,B,[특별계정]
286,201209,1101110705322,0010624,PCA생명보험주식회사,0,0,B,[특별계정]
287,201209,1101110709232,0010625,처브라이프생명보험주식회사,0,0,B,[특별계정]
288,201209,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,0,0,B,[특별계정]
289,201209,1101112762668,0011320,푸본현대생명보험주식회사,13937927000,4697,B,[특별계정]
290,201209,1101113003699,0011388,KB생명보험주식회사,0,0,B,[특별계정]
291,201209,1101112940751,0011434,라이나생명보험주식회사,0,0,B,[특별계정]
292,201209,1101114390376,0012455,아이비케이연금보험 주식회사,18792973000,559,B,[특별계정]
293,201209,1101114809377,0013173,농협생명보험주식회사,0,0,B,[특별계정]
297,201209,1101110003204,0010593,한화생명보험주식회사,602259000,606,B1,[특별계정]_퇴직보험
298,201209,1101110007032,0010594,에이비엘생명보험주식회사,0,0,B1,[특별계정]_퇴직보험
299,201209,1101110005953,0010595,삼성생명보험주식회사,0,0,B1,[특별계정]_퇴직보험
0,201212,1101110003204,0010593,한화생명보험주식회사,30698280907000,1533348,A,[일반계정]
1,201212,1101110007032,0010594,에이비엘생명보험주식회사,7233350190000,237726,A,[일반계정]
2,201212,1101110005953,0010595,삼성생명보험주식회사,61454869917000,1468615,A,[일반계정]
3,201212,1101110018443,0010596,흥국생명보험주식회사,16544472107000,703529,A,[일반계정]
4,201212,1101110014970,0010597,교보생명보험주식회사,34369909926000,764435,A,[일반계정]
5,201212,1101110667498,0010599,신한생명보험주식회사,19135577241000,1582478,A,[일반계정]
6,201212,1801110078443,0010605,DGB생명보험주식회사,5773677726000,375969,A,[일반계정]
7,201212,2001110014608,0010607,케이디비생명보험주식회사,10259220560000,328301,A,[일반계정]
8,201212,1601110014483,0010608,미래에셋생명보험주식회사,8613644462000,225937,A,[일반계정]
9,201212,1101116429884,0010615,에이아이에이생명보험 주식회사,9525495131000,1030826,A,[일반계정]
10,201212,1101110633712,0010616,푸르덴셜생명보험주식회사,3323964115000,68253,A,[일반계정]
11,201212,1101110803092,0010617,오렌지라이프생명보험 주식회사,8655049290000,174619,A,[일반계정]
12,201212,1101110818463,0010618,하나생명보험주식회사,792266380000,43257,A,[일반계정]
13,201212,1101110623606,0010619,DB생명보험주식회사,6708901608000,138821,A,[일반계정]
14,201212,1101110631154,0010620,메트라이프생명보험(주),9123949077000,219840,A,[일반계정]
15,201212,1101110624688,0010622,동양생명보험주식회사,15290617183000,667970,A,[일반계정]
16,201212,1101110705322,0010624,PCA생명보험주식회사,1842312340000,40327,A,[일반계정]
17,201212,1101110709232,0010625,처브라이프생명보험주식회사,913259570000,18109,A,[일반계정]
18,201212,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,698319775000,12063,A,[일반계정]
19,201212,1101112762668,0011320,푸본현대생명보험주식회사,2900049994000,140254,A,[일반계정]
20,201212,1101113003699,0011388,KB생명보험주식회사,4010273310000,213590,A,[일반계정]
21,201212,1101112940751,0011434,라이나생명보험주식회사,13427668612000,948568,A,[일반계정]
22,201212,1101114390376,0012455,아이비케이연금보험 주식회사,1408580240000,25623,A,[일반계정]
23,201212,1101114809377,0013173,농협생명보험주식회사,15868253920000,906818,A,[일반계정]
27,201212,1101110003204,0010593,한화생명보험주식회사,29499279201000,940385,A1,[일반계정]_개인
28,201212,1101110007032,0010594,에이비엘생명보험주식회사,6361358190000,132812,A1,[일반계정]_개인
29,201212,1101110005953,0010595,삼성생명보험주식회사,56344643748000,900123,A1,[일반계정]_개인
30,201212,1101110018443,0010596,흥국생명보험주식회사,16444246607000,697712,A1,[일반계정]_개인
31,201212,1101110014970,0010597,교보생명보험주식회사,30187828289000,628750,A1,[일반계정]_개인
32,201212,1101110667498,0010599,신한생명보험주식회사,18845974741000,1562837,A1,[일반계정]_개인
33,201212,1801110078443,0010605,DGB생명보험주식회사,3525134876000,124844,A1,[일반계정]_개인
34,201212,2001110014608,0010607,케이디비생명보험주식회사,9001999111000,210743,A1,[일반계정]_개인
35,201212,1601110014483,0010608,미래에셋생명보험주식회사,8430250762000,186859,A1,[일반계정]_개인
36,201212,1101116429884,0010615,에이아이에이생명보험 주식회사,6570687941000,997315,A1,[일반계정]_개인
37,201212,1101110633712,0010616,푸르덴셜생명보험주식회사,3323964115000,68253,A1,[일반계정]_개인
38,201212,1101110803092,0010617,오렌지라이프생명보험 주식회사,8623139290000,174173,A1,[일반계정]_개인
39,201212,1101110818463,0010618,하나생명보험주식회사,743498380000,17824,A1,[일반계정]_개인
40,201212,1101110623606,0010619,DB생명보험주식회사,6535560608000,134151,A1,[일반계정]_개인
41,201212,1101110631154,0010620,메트라이프생명보험(주),9076444077000,219180,A1,[일반계정]_개인
42,201212,1101110624688,0010622,동양생명보험주식회사,14997049683000,652313,A1,[일반계정]_개인
43,201212,1101110705322,0010624,PCA생명보험주식회사,1842312340000,40327,A1,[일반계정]_개인
44,201212,1101110709232,0010625,처브라이프생명보험주식회사,909609570000,18072,A1,[일반계정]_개인
45,201212,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,581818028000,8259,A1,[일반계정]_개인
46,201212,1101112762668,0011320,푸본현대생명보험주식회사,1974984994000,115439,A1,[일반계정]_개인
47,201212,1101113003699,0011388,KB생명보험주식회사,3897833210000,113347,A1,[일반계정]_개인
48,201212,1101112940751,0011434,라이나생명보험주식회사,13427668612000,948568,A1,[일반계정]_개인
49,201212,1101114390376,0012455,아이비케이연금보험 주식회사,1408580240000,25623,A1,[일반계정]_개인
50,201212,1101114809377,0013173,농협생명보험주식회사,15868253920000,906818,A1,[일반계정]_개인
54,201212,1101110003204,0010593,한화생명보험주식회사,7354921985000,190235,A11,[일반계정]_개인_생존
55,201212,1101110007032,0010594,에이비엘생명보험주식회사,1683539090000,33315,A11,[일반계정]_개인_생존
56,201212,1101110005953,0010595,삼성생명보험주식회사,15500969596000,287438,A11,[일반계정]_개인_생존
57,201212,1101110018443,0010596,흥국생명보험주식회사,1910650720000,36016,A11,[일반계정]_개인_생존
58,201212,1101110014970,0010597,교보생명보험주식회사,7758293657000,199656,A11,[일반계정]_개인_생존
59,201212,1101110667498,0010599,신한생명보험주식회사,1987047711000,59475,A11,[일반계정]_개인_생존
60,201212,1801110078443,0010605,DGB생명보험주식회사,262137520000,3826,A11,[일반계정]_개인_생존
61,201212,2001110014608,0010607,케이디비생명보험주식회사,946018610000,21209,A11,[일반계정]_개인_생존
62,201212,1601110014483,0010608,미래에셋생명보험주식회사,2283682880000,44824,A11,[일반계정]_개인_생존
63,201212,1101116429884,0010615,에이아이에이생명보험 주식회사,269693406000,3487,A11,[일반계정]_개인_생존
64,201212,1101110633712,0010616,푸르덴셜생명보험주식회사,679583115000,12456,A11,[일반계정]_개인_생존
65,201212,1101110803092,0010617,오렌지라이프생명보험 주식회사,1946565330000,46969,A11,[일반계정]_개인_생존
66,201212,1101110818463,0010618,하나생명보험주식회사,220077560000,3874,A11,[일반계정]_개인_생존
67,201212,1101110623606,0010619,DB생명보험주식회사,739310280000,13102,A11,[일반계정]_개인_생존
68,201212,1101110631154,0010620,메트라이프생명보험(주),327895960000,6388,A11,[일반계정]_개인_생존
69,201212,1101110624688,0010622,동양생명보험주식회사,1125448458000,25908,A11,[일반계정]_개인_생존
70,201212,1101110705322,0010624,PCA생명보험주식회사,81898840000,1607,A11,[일반계정]_개인_생존
71,201212,1101110709232,0010625,처브라이프생명보험주식회사,25249400000,696,A11,[일반계정]_개인_생존
72,201212,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,164688000000,1324,A11,[일반계정]_개인_생존
73,201212,1101112762668,0011320,푸본현대생명보험주식회사,348929920000,30631,A11,[일반계정]_개인_생존
74,201212,1101113003699,0011388,KB생명보험주식회사,1850005250000,50574,A11,[일반계정]_개인_생존
75,201212,1101112940751,0011434,라이나생명보험주식회사,0,0,A11,[일반계정]_개인_생존
76,201212,1101114390376,0012455,아이비케이연금보험 주식회사,1408580240000,25623,A11,[일반계정]_개인_생존
77,201212,1101114809377,0013173,농협생명보험주식회사,7281216440000,309099,A11,[일반계정]_개인_생존
81,201212,1101110003204,0010593,한화생명보험주식회사,7354921985000,190235,A111,[일반계정]_개인_(연금보험)
82,201212,1101110007032,0010594,에이비엘생명보험주식회사,1683539090000,33315,A111,[일반계정]_개인_(연금보험)
83,201212,1101110005953,0010595,삼성생명보험주식회사,15450267936000,284844,A111,[일반계정]_개인_(연금보험)
84,201212,1101110018443,0010596,흥국생명보험주식회사,1910650720000,36016,A111,[일반계정]_개인_(연금보험)
85,201212,1101110014970,0010597,교보생명보험주식회사,7684939217000,195370,A111,[일반계정]_개인_(연금보험)
86,201212,1101110667498,0010599,신한생명보험주식회사,1987047711000,59475,A111,[일반계정]_개인_(연금보험)
87,201212,1801110078443,0010605,DGB생명보험주식회사,262137520000,3826,A111,[일반계정]_개인_(연금보험)
88,201212,2001110014608,0010607,케이디비생명보험주식회사,946018610000,21209,A111,[일반계정]_개인_(연금보험)
89,201212,1601110014483,0010608,미래에셋생명보험주식회사,2283682880000,44824,A111,[일반계정]_개인_(연금보험)
90,201212,1101116429884,0010615,에이아이에이생명보험 주식회사,269693406000,3487,A111,[일반계정]_개인_(연금보험)
91,201212,1101110633712,0010616,푸르덴셜생명보험주식회사,679583115000,12456,A111,[일반계정]_개인_(연금보험)
92,201212,1101110803092,0010617,오렌지라이프생명보험 주식회사,1946565330000,46969,A111,[일반계정]_개인_(연금보험)
93,201212,1101110818463,0010618,하나생명보험주식회사,220077560000,3874,A111,[일반계정]_개인_(연금보험)
94,201212,1101110623606,0010619,DB생명보험주식회사,739310280000,13102,A111,[일반계정]_개인_(연금보험)
95,201212,1101110631154,0010620,메트라이프생명보험(주),327895960000,6388,A111,[일반계정]_개인_(연금보험)
96,201212,1101110624688,0010622,동양생명보험주식회사,1125448458000,25908,A111,[일반계정]_개인_(연금보험)
97,201212,1101110705322,0010624,PCA생명보험주식회사,81898840000,1607,A111,[일반계정]_개인_(연금보험)
98,201212,1101110709232,0010625,처브라이프생명보험주식회사,25249400000,696,A111,[일반계정]_개인_(연금보험)
99,201212,1101112620121,0011226,비엔피파리바카디프생명보험주식회사,164688000000,1324,A111,[일반계정]_개인_(연금보험)
100,201212,1101112762668,0011320,푸본현대생명보험주식회사,348929920000,30631,A111,[일반계정]_개인_(연금보험)
101,201212,1101113003699,0011388,KB생명보험주식회사,1850005250000,50574,A111,[일반계정]_개인_(연금보험)
102,201212,1101112940751,0011434,라이나생명보험주식회사,0,0,A111,[일반계정]_개인_(연금보험)
103,201212,1101114390376,0012455,아이비케이연금보험 주식회사,1408580240000,25623,A111,[일반계정]_개인_(연금보험)
104,201212,1101114809377,0013173,농협생명보험주식회사,7281216440000,309099,A111,[일반계정]_개인_(연금보험)
108,201212,1101110003204,0010593,한화생명보험주식회사,16120125338000,618789,A12,[일반계정]_개인_사망
109,201212,1101110007032,0010594,에이비엘생명보험주식회사,4492651000000,86589,A12,[일반계정]_개인_사망
110,201212,1101110005953,0010595,삼성생명보험주식회사,37815389035000,547335,A12,[일반계정]_개인_사망
111,201212,1101110018443,0010596,흥국생명보험주식회사,12250684800000,598102,A12,[일반계정]_개인_사망
112,201212,1101110014970,0010597,교보생명보험주식회사,20568376316000,397456,A12,[일반계정]_개인_사망
113,201212,1101110667498,0010599,신한생명보험주식회사,12666910460000,1343667,A12,[일반계정]_개인_사망
114,201212,1801110078443,0010605,DGB생명보험주식회사,1892491236000,77115,A12,[일반계정]_개인_사망
115,201212,2001110014608,0010607,케이디비생명보험주식회사,5414620800000,108859,A12,[일반계정]_개인_사망
116,201212,1601110014483,0010608,미래에셋생명보험주식회사,5607097315000,129385,A12,[일반계정]_개인_사망
117,201212,1101116429884,0010615,에이아이에이생명보험 주식회사,6113000847000,976361,A12,[일반계정]_개인_사망
